feature,severity,rule,definition
Section,Violation,InvalidCorrelationID,Validates that a correlation ID is a valid v4 UUID value.
Section,Violation,InvalidFeatureID,Validates that a feature ID is a valid v4 UUID value.
Section,Violation,InvalidLanguageTag,Validates that a language tag is a valid value.
Section,Violation,InvalidLevelReference,Validates the integrity of a Level reference.
Section,Violation,InvalidParentsReference,Validates the integrity of a Parent reference.
Section,Violation,LevelIDsMustBeDissimilarForCorrelationID,"Validates that features from the same feature-type, whose correlation ID match, possess dissimilar level id values."
Section,Violation,NameMustBeString,Validates that a name is a string data type.
Section,Violation,RestrictionCategoryMustBeValid,Validates that a restriction category is valid.
Section,Violation,SectionCategoryMustBeValid,Validates the category assigned to a Section.
Section,Violation,SectionMustBeWithinLevel,Validates that a Section is within the referenced Level.
Section,Violation,SectionMustHaveCategory,Validates that a Section has a category value.
Section,Violation,SectionMustHavePolygonalGeometry,Validates that a Section has a Polygon or MultiPolygon geometry.
Section,Violation,SectionMustReferenceLevel,Validates that a Section feature references a Level.
Section,Violation,StringMustNotBeZeroLength,Validates that an emtpy string is not present.
Section,Warning,AltNameLangTagHasNoCorrespondingNameLangTag,Validates that a language tag associated with an alt_name has a corresponding presence and association with a name value.
Section,Warning,BaggageClaimSectionMustNotOverlapCheckinSection,Validates that the interior geometry of a 'baggageclaim' Section does not intersect the interior geometry of a 'checkin' Section on the same Level.
Section,Warning,BaggageClaimSectionMustNotOverlapGateAreaSection,Validates that the interior geometry of a 'baggageclaim' Section does not intersect the interior geometry of a 'gatearea' Section on the same Level.
Section,Warning,BaggageClaimSectionMustNotOverlapImmigrationSection,Validates that the interior geometry of a 'baggageclaim' Section does not intersect the interior geometry of an 'immigration Section on the same Level.
Section,Warning,BaggageClaimSectionMustNotOverlapSecuritySection,Validates that the interior geometry of a 'baggageclaim' Section does not intersect the interior geometry of a 'security' Section on the same Level.
Section,Warning,BaggageClaimSectionsMustNotOverlap,Validates that the interior geometries of 'baggageclaim' Sections do not intersect on the same Level.
Section,Warning,CategoryShouldBeSameForCorrelationID,Validates that features with matching correlation ID possess the same category.
Section,Warning,HasOnlyAltName,"Validates that an alt_name value is not exclusive, that it is accompanied by a name value."
Section,Warning,SectionGeometryMustContainDisplayPoint,Validates that the display_point is within its Section.
Section,Warning,SectionHasInteriorRing,Validates that a Section does not possess an interior ring.
Unit,Info,UnitCategoryShouldContainAnchor,Validates that an Anchor is contained by a Unit having a category that is typically expected to possess one.
Unit,Info,UnitHasNoDisplayPoint,Validates that a Unit has a display_point.
Unit,Violation,AccessibilityMustBeValid,Validates the accessibility category assigned to the feature.
Unit,Violation,FeatureIdMustBeUnique,Validates that a feature has a unique ID.
Unit,Violation,InvalidFeatureID,Validates that a feature ID is a valid v4 UUID value.
Unit,Violation,InvalidLanguageTag,Validates that a language tag is a valid value.
Unit,Violation,NameMustBeString,Validates that a name is a string data type.
Unit,Violation,RestrictionCategoryMustBeValid,Validates that a restriction category is valid.
Unit,Violation,StringMustNotBeZeroLength,Validates that an emtpy string is not present.
Unit,Violation,UnitCategoryMustBeValid,Validates the category assigned to a Unit.
Unit,Violation,UnitMustBeWithinReferencedLevel,Validates that a Unit is within the referenced Level.
Unit,Violation,UnitMustHaveCategory,Validates that a Unit has a category value.
Unit,Violation,UnitMustHavePolygonalGeometry,Validates that a Unit has Polygon or MultiPolygon geometry.
Unit,Violation,UnitMustReferenceLevel,Validates that a Unit references a Level.
Unit,Violation,UnitsMustNotOverlap,Validates that Unit interiors do not interesect.
Unit,Warning,AltNameLangTagHasNoCorrespondingNameLangTag,Validates that a language tag associated with an alt_name has a corresponding presence and association with a name value.
Unit,Warning,HasOnlyAltName,"Validates that an alt_name value is not exclusive, that it is accompanied by a name value."
Unit,Warning,RoomUnitMustContainAnchor,Validates that an Anchor is contain by a Room Unit category.
Unit,Warning,UnitGeometryMustContainDisplayPoint,Validates that the display_point is contained by the Unit.
Unit,Warning,UnitShouldHaveOpening,Validates that an Opening is covered by an expected category of Unit.
Unit,Warning,UnitShouldNotHaveOpening,Validates that an Opening is not covered by a particular category of Unit.
Venue,Violation,FeatureIdMustBeUnique,Validates that a feature has a unique ID.
Venue,Violation,InvalidAddressReference,Validates the integrity of an Address reference.
Venue,Violation,InvalidFeatureID,Validates that a feature ID is a valid v4 UUID value.
Venue,Violation,InvalidLanguageTag,Validates that a language tag is a valid value.
Venue,Violation,NameMustBeString,Validates that a name is a string data type.
Venue,Violation,RestrictionCategoryMustBeValid,Validates that a restriction category is valid.
Venue,Violation,StringMustNotBeZeroLength,Validates that an emtpy string is not present.
Venue,Violation,VenueCategoryMustBeValid,Validates the category assigned to a Venue.
Venue,Violation,VenueCountMustBeExactlyOne,Validates that a delivery contains only one Venue feature.
Venue,Violation,VenueGeometryMustContainDisplayPoint,Validates that a display point assigned to a Venue feature is contained by its polygonal geometry.
Venue,Violation,VenueMustCoverAllChildFeatures,Validates that all features are contained within the Venue.
Venue,Violation,VenueMustHaveAddress,Validates that a Venue references an Address.
Venue,Violation,VenueMustHaveAtLeastOneBuilding,Validates that a delivery contains at least one Building.
Venue,Violation,VenueMustHaveCategory,Validates that the Venue has a category value.
Venue,Violation,VenueMustHaveDisplayPoint,Validates that the Venue has a display_point.
Venue,Violation,VenueMustHaveName,Validates that a Venue has a name.
Venue,Violation,VenueMustHavePolygonalGeometry,Validates that a Venue has Polygon or MultiPolygon geometry.
Venue,Warning,AltNameLangTagHasNoCorrespondingNameLangTag,Validates that a language tag associated with an alt_name has a corresponding presence and association with a name value.
Venue,Warning,PhoneMatchesUnexpectedCountryCode,Validates that a phone prefix does not match a country calling code that is unexpected for the country in which the Venue is located.
Venue,Warning,PhoneMustBeValid,Validates that the phone is E.164 compliant.
Venue,Warning,VenueGeometryShouldNotHaveInteriorRing,Validates that a Venue does not possess an interior ring.
Venue,Warning,VenueShouldHaveHours,Validates that a Venue has hours (of operation).
Venue,Warning,VenueShouldHavePhone,Validates that a Venue has a phone (telephone number).
Venue,Warning,VenueShouldHaveWebsite,Validates that a Venue has a website.
Venue,Warning,WebsiteMustBeValid,Validates that a web site URL is correct.
